Construction Site,Supplier Name,Material Type,Location,Supplier Rating,Supply Capacity (tons/month),Average Delivery Time (days),Cost per Unit (INR),Workforce Allocation,Predicted Delay Reduction (days)
Site_9284,Supplier_95,Steel,Chennai,3,267,2,339.33,89,2
Site_9285,Supplier_70,Sand,Mumbai,1,438,11,341.17,162,11
Site_9286,Supplier_4,Sand,Delhi,4,67,6,215.78,47,3
Site_9287,Supplier_55,Cement,Mumbai,5,179,4,242.97,108,19
Site_9288,Supplier_69,Sand,Chennai,2,438,13,144.56,27,6
Site_9289,Supplier_85,Steel,Bangalore,1,143,6,491.51,181,17
Site_9290,Supplier_89,Bricks,Kolkata,3,423,12,173.16,11,13
Site_9291,Supplier_87,Steel,Bangalore,5,269,10,467.16,34,8
Site_9292,Supplier_75,Bricks,Delhi,1,210,12,444.31,104,10
Site_9293,Supplier_44,Sand,Kolkata,3,427,3,233.39,177,1
Site_9294,Supplier_66,Sand,Bangalore,5,393,4,302.67,184,7
Site_9295,Supplier_58,Concrete,Kolkata,5,460,13,108.97,63,16
Site_9296,Supplier_22,Bricks,Chennai,5,126,3,401.5,192,12
Site_9297,Supplier_49,Bricks,Bangalore,1,467,5,392.8,59,2
Site_9298,Supplier_62,Steel,Chennai,1,403,7,106.66,144,18
Site_9299,Supplier_51,Cement,Mumbai,1,98,2,314.72,153,4
Site_9300,Supplier_50,Cement,Bangalore,4,52,6,128.88,156,4
Site_9301,Supplier_58,Bricks,Mumbai,5,185,9,481.49,150,2
Site_9302,Supplier_71,Sand,Mumbai,2,319,2,352.77,183,10
Site_9303,Supplier_20,Steel,Chennai,1,275,10,296.81,36,16
Site_9304,Supplier_69,Bricks,Chennai,2,470,2,397.02,92,7
Site_9305,Supplier_14,Concrete,Chennai,3,441,2,220.91,61,11
Site_9306,Supplier_7,Bricks,Bangalore,5,436,11,420.01,84,2
Site_9307,Supplier_75,Sand,Chennai,3,127,4,376.23,31,17
Site_9308,Supplier_86,Sand,Mumbai,5,85,5,187.95,60,7
Site_9309,Supplier_44,Sand,Delhi,5,215,4,221.93,142,15
Site_9310,Supplier_3,Sand,Mumbai,5,437,10,134.89,177,17
Site_9311,Supplier_29,Bricks,Chennai,3,124,6,172.81,33,1
Site_9312,Supplier_88,Cement,Bangalore,5,106,8,124.13,13,16
Site_9313,Supplier_23,Concrete,Chennai,5,134,7,122.79,196,12
Site_9314,Supplier_95,Sand,Delhi,4,293,4,104.51,124,8
Site_9315,Supplier_92,Concrete,Delhi,4,83,14,385.94,160,9
Site_9316,Supplier_79,Bricks,Chennai,1,306,3,380.19,62,3
Site_9317,Supplier_63,Sand,Chennai,5,430,5,297.77,22,6
Site_9318,Supplier_2,Bricks,Delhi,1,299,9,169.17,130,8
Site_9319,Supplier_10,Sand,Kolkata,2,481,4,286.56,93,13
Site_9320,Supplier_36,Steel,Mumbai,3,371,4,300.54,148,10
Site_9321,Supplier_72,Concrete,Delhi,5,430,7,331.78,41,10
Site_9322,Supplier_71,Bricks,Bangalore,1,498,2,449.07,151,2
Site_9323,Supplier_26,Bricks,Mumbai,2,235,1,208.77,25,8
Site_9324,Supplier_37,Sand,Kolkata,4,468,1,414.25,185,2
Site_9325,Supplier_30,Bricks,Delhi,5,460,14,271.28,16,9
Site_9326,Supplier_99,Bricks,Bangalore,3,413,6,495.13,148,7
Site_9327,Supplier_34,Bricks,Mumbai,4,175,6,133.86,11,0
Site_9328,Supplier_11,Cement,Kolkata,2,176,5,332.3,83,4
Site_9329,Supplier_35,Sand,Bangalore,2,52,11,347.23,109,3
Site_9330,Supplier_94,Sand,Delhi,4,289,14,435.55,111,14
Site_9331,Supplier_79,Concrete,Chennai,1,159,11,327.21,124,2
Site_9332,Supplier_97,Cement,Chennai,1,369,14,318.45,139,6
Site_9333,Supplier_85,Bricks,Delhi,3,229,3,267.48,106,17
Site_9334,Supplier_30,Cement,Kolkata,3,313,9,393.89,133,15
Site_9335,Supplier_82,Sand,Mumbai,5,234,9,115.91,43,19
Site_9336,Supplier_44,Bricks,Mumbai,4,246,11,276.59,34,9
Site_9337,Supplier_28,Steel,Chennai,5,251,3,475.56,165,13
Site_9338,Supplier_90,Concrete,Kolkata,4,423,5,487.07,35,7
Site_9339,Supplier_25,Cement,Bangalore,1,271,3,394.52,19,8
Site_9340,Supplier_17,Steel,Kolkata,5,81,8,265.33,57,18
Site_9341,Supplier_84,Bricks,Kolkata,5,274,4,288.71,92,14
Site_9342,Supplier_87,Bricks,Mumbai,4,419,13,479.02,25,16
Site_9343,Supplier_74,Bricks,Bangalore,4,487,1,148.62,150,11
Site_9344,Supplier_52,Steel,Delhi,2,411,4,206.79,52,2
Site_9345,Supplier_91,Concrete,Bangalore,1,175,14,472.03,146,10
Site_9346,Supplier_74,Steel,Mumbai,3,232,8,474.25,133,13
Site_9347,Supplier_79,Bricks,Mumbai,4,494,1,411.27,98,1
Site_9348,Supplier_12,Steel,Kolkata,3,466,8,265.28,191,12
Site_9349,Supplier_26,Concrete,Kolkata,1,462,6,355.43,188,0
Site_9350,Supplier_18,Sand,Delhi,4,376,3,117.42,51,19
Site_9351,Supplier_13,Bricks,Delhi,5,110,2,448.89,196,17
Site_9352,Supplier_31,Cement,Delhi,4,168,6,183.01,86,1
Site_9353,Supplier_13,Concrete,Chennai,1,395,8,473.67,186,15
Site_9354,Supplier_57,Bricks,Kolkata,3,388,8,260.26,149,2
Site_9355,Supplier_95,Sand,Mumbai,1,144,5,426.55,191,14
Site_9356,Supplier_56,Bricks,Chennai,3,200,3,215.24,191,3
Site_9357,Supplier_32,Sand,Chennai,4,391,7,387.39,104,11
Site_9358,Supplier_63,Bricks,Mumbai,4,395,9,442.53,115,17
Site_9359,Supplier_52,Bricks,Bangalore,2,244,4,463.19,72,15
Site_9360,Supplier_98,Steel,Bangalore,3,212,7,368.2,97,15
Site_9361,Supplier_56,Steel,Chennai,3,118,10,392.68,159,15
Site_9362,Supplier_24,Steel,Chennai,2,395,13,116.0,143,3
Site_9363,Supplier_23,Concrete,Kolkata,1,59,8,168.72,198,16
Site_9364,Supplier_11,Bricks,Bangalore,4,466,10,373.78,67,6
Site_9365,Supplier_45,Steel,Kolkata,1,498,3,124.5,62,3
Site_9366,Supplier_95,Bricks,Kolkata,2,313,12,427.94,52,7
Site_9367,Supplier_53,Steel,Bangalore,5,487,3,167.72,105,1
Site_9368,Supplier_75,Sand,Mumbai,1,149,8,415.17,20,18
Site_9369,Supplier_66,Steel,Delhi,5,404,7,288.41,52,4
Site_9370,Supplier_39,Sand,Kolkata,4,483,7,118.53,197,2
Site_9371,Supplier_45,Steel,Chennai,1,90,10,203.07,127,18
Site_9372,Supplier_17,Concrete,Chennai,2,282,8,412.25,25,17
Site_9373,Supplier_37,Concrete,Chennai,5,204,10,246.64,196,15
Site_9374,Supplier_84,Sand,Bangalore,1,247,2,353.18,159,19
Site_9375,Supplier_39,Steel,Bangalore,3,112,2,485.24,180,4
Site_9376,Supplier_74,Sand,Kolkata,5,127,5,221.27,183,5
Site_9377,Supplier_73,Concrete,Chennai,5,467,8,321.19,49,3
Site_9378,Supplier_88,Sand,Kolkata,2,237,14,181.76,35,11
Site_9379,Supplier_79,Bricks,Bangalore,5,104,2,257.63,193,7
Site_9380,Supplier_86,Cement,Chennai,4,226,8,400.11,35,7
Site_9381,Supplier_14,Sand,Kolkata,4,430,1,185.29,102,9
Site_9382,Supplier_55,Concrete,Kolkata,1,475,4,446.25,41,2
Site_9383,Supplier_90,Sand,Kolkata,3,126,8,379.1,63,4
Site_9384,Supplier_12,Bricks,Mumbai,5,361,12,418.82,180,14
Site_9385,Supplier_2,Steel,Chennai,2,475,7,131.09,119,11
Site_9386,Supplier_92,Concrete,Bangalore,2,432,4,458.82,99,5
Site_9387,Supplier_94,Bricks,Kolkata,2,88,6,427.26,120,6
Site_9388,Supplier_2,Sand,Mumbai,2,137,6,361.77,30,11
Site_9389,Supplier_29,Bricks,Kolkata,2,133,10,394.79,112,14
Site_9390,Supplier_60,Steel,Kolkata,4,422,4,177.06,55,15
Site_9391,Supplier_44,Cement,Bangalore,2,468,4,156.03,100,14
Site_9392,Supplier_10,Steel,Bangalore,3,493,8,294.53,40,1
Site_9393,Supplier_65,Sand,Kolkata,2,445,8,327.42,134,7
Site_9394,Supplier_92,Sand,Delhi,4,155,12,345.41,135,17
Site_9395,Supplier_76,Bricks,Chennai,4,98,8,155.26,60,19
Site_9396,Supplier_74,Cement,Delhi,1,374,1,107.95,106,3
Site_9397,Supplier_81,Bricks,Chennai,2,154,7,453.14,100,17
Site_9398,Supplier_73,Bricks,Kolkata,3,386,3,114.69,71,5
Site_9399,Supplier_58,Cement,Kolkata,3,375,14,125.49,102,9
Site_9400,Supplier_75,Steel,Chennai,3,495,11,235.45,189,11
Site_9401,Supplier_37,Bricks,Bangalore,5,347,2,106.59,56,0
Site_9402,Supplier_84,Sand,Chennai,2,77,14,437.44,24,12
Site_9403,Supplier_50,Concrete,Mumbai,2,232,4,359.16,191,19
Site_9404,Supplier_11,Steel,Bangalore,2,284,13,337.36,117,19
Site_9405,Supplier_40,Cement,Mumbai,4,306,1,415.82,155,14
Site_9406,Supplier_28,Concrete,Bangalore,1,444,9,330.93,52,11
Site_9407,Supplier_88,Sand,Delhi,1,140,3,295.19,63,4
Site_9408,Supplier_67,Cement,Delhi,1,437,3,105.61,168,15
Site_9409,Supplier_72,Concrete,Bangalore,5,56,4,153.56,34,6
Site_9410,Supplier_91,Cement,Kolkata,2,431,1,491.42,89,19
Site_9411,Supplier_13,Cement,Bangalore,4,415,10,327.68,174,18
Site_9412,Supplier_3,Sand,Delhi,1,315,14,402.7,168,0
Site_9413,Supplier_36,Cement,Bangalore,5,137,10,290.01,48,6
Site_9414,Supplier_81,Sand,Mumbai,2,188,9,207.34,71,10
Site_9415,Supplier_82,Cement,Bangalore,4,329,12,345.12,75,8
Site_9416,Supplier_28,Concrete,Chennai,4,204,9,317.97,160,3
Site_9417,Supplier_35,Concrete,Delhi,4,465,8,130.87,62,9
Site_9418,Supplier_24,Cement,Kolkata,5,341,14,281.67,102,18
Site_9419,Supplier_57,Bricks,Bangalore,5,94,12,497.05,54,1
Site_9420,Supplier_15,Steel,Chennai,4,83,6,167.22,24,2
Site_9421,Supplier_80,Concrete,Kolkata,3,221,7,402.93,45,19
Site_9422,Supplier_93,Cement,Bangalore,2,194,1,497.81,136,15
Site_9423,Supplier_45,Sand,Kolkata,4,138,9,467.27,37,16
Site_9424,Supplier_51,Concrete,Chennai,5,340,10,196.16,136,12
Site_9425,Supplier_30,Cement,Mumbai,4,424,14,156.66,98,11
Site_9426,Supplier_94,Bricks,Delhi,3,165,8,379.92,112,7
Site_9427,Supplier_74,Bricks,Chennai,3,374,2,141.68,72,19
Site_9428,Supplier_45,Concrete,Chennai,1,203,6,361.1,157,5
Site_9429,Supplier_20,Cement,Delhi,3,499,9,162.49,158,3
Site_9430,Supplier_13,Steel,Kolkata,5,478,12,187.84,196,12
Site_9431,Supplier_30,Cement,Chennai,2,422,9,312.41,29,7
Site_9432,Supplier_60,Sand,Bangalore,2,397,7,269.98,59,19
Site_9433,Supplier_83,Bricks,Bangalore,5,66,3,256.74,60,9
Site_9434,Supplier_16,Bricks,Kolkata,5,281,3,423.7,134,5
Site_9435,Supplier_41,Bricks,Bangalore,4,298,1,482.65,163,16
Site_9436,Supplier_81,Steel,Mumbai,2,390,12,264.63,179,3
Site_9437,Supplier_45,Bricks,Bangalore,3,348,9,104.2,56,11
Site_9438,Supplier_58,Bricks,Delhi,2,446,12,397.11,58,1
Site_9439,Supplier_53,Steel,Kolkata,2,145,6,406.93,161,7
Site_9440,Supplier_83,Bricks,Delhi,2,158,9,171.08,82,2
Site_9441,Supplier_10,Bricks,Chennai,2,276,7,449.73,146,1
Site_9442,Supplier_46,Sand,Delhi,1,498,12,358.11,47,9
Site_9443,Supplier_28,Sand,Bangalore,2,145,9,373.44,112,11
Site_9444,Supplier_29,Concrete,Delhi,1,423,1,284.99,137,16
Site_9445,Supplier_63,Steel,Delhi,2,143,13,230.56,104,10
Site_9446,Supplier_1,Sand,Bangalore,3,422,14,372.01,106,0
Site_9447,Supplier_79,Concrete,Chennai,3,277,11,473.41,158,12
Site_9448,Supplier_74,Concrete,Bangalore,4,295,11,282.47,154,15
Site_9449,Supplier_66,Cement,Mumbai,1,368,8,478.3,24,3
Site_9450,Supplier_85,Cement,Kolkata,4,267,7,450.19,171,1
Site_9451,Supplier_71,Concrete,Kolkata,1,405,10,249.01,70,6
Site_9452,Supplier_32,Bricks,Bangalore,4,404,11,356.74,122,1
Site_9453,Supplier_63,Steel,Kolkata,2,311,10,304.99,196,19
Site_9454,Supplier_85,Bricks,Delhi,5,311,10,387.46,166,0
Site_9455,Supplier_47,Bricks,Mumbai,1,414,13,492.36,151,15
Site_9456,Supplier_31,Bricks,Bangalore,5,370,8,491.26,105,15
Site_9457,Supplier_50,Bricks,Chennai,2,145,3,463.51,167,19
Site_9458,Supplier_60,Cement,Kolkata,1,345,14,154.11,198,5
Site_9459,Supplier_62,Concrete,Chennai,4,341,12,182.83,117,9
Site_9460,Supplier_60,Concrete,Bangalore,4,491,8,209.26,96,8
Site_9461,Supplier_82,Cement,Bangalore,5,404,11,331.04,118,17
Site_9462,Supplier_69,Sand,Mumbai,5,434,11,265.66,60,6
Site_9463,Supplier_31,Bricks,Kolkata,4,332,7,489.28,32,15
Site_9464,Supplier_67,Sand,Delhi,5,183,11,106.67,177,14
Site_9465,Supplier_83,Cement,Delhi,3,204,2,366.7,90,12
Site_9466,Supplier_92,Concrete,Kolkata,4,499,6,185.81,57,18
Site_9467,Supplier_42,Concrete,Mumbai,4,432,3,198.84,159,11
Site_9468,Supplier_82,Cement,Bangalore,1,471,8,280.39,78,4
Site_9469,Supplier_6,Cement,Chennai,3,475,6,170.5,158,18
Site_9470,Supplier_29,Concrete,Chennai,3,341,12,208.45,147,18
Site_9471,Supplier_83,Steel,Bangalore,4,217,2,165.14,146,6
Site_9472,Supplier_64,Concrete,Mumbai,1,427,4,181.83,167,5
Site_9473,Supplier_6,Sand,Delhi,3,445,13,410.84,75,9
Site_9474,Supplier_47,Concrete,Chennai,1,482,6,398.29,188,2
Site_9475,Supplier_3,Concrete,Delhi,3,224,1,174.04,136,13
Site_9476,Supplier_59,Cement,Mumbai,5,402,13,318.01,148,13
Site_9477,Supplier_66,Bricks,Bangalore,4,343,1,130.04,160,3
Site_9478,Supplier_63,Bricks,Chennai,4,158,2,260.91,152,18
Site_9479,Supplier_14,Sand,Bangalore,2,440,2,425.02,144,17
Site_9480,Supplier_43,Cement,Kolkata,3,468,1,178.14,22,9
Site_9481,Supplier_61,Cement,Kolkata,4,393,13,224.1,193,5
Site_9482,Supplier_48,Bricks,Delhi,1,439,8,269.39,110,18
Site_9483,Supplier_43,Sand,Bangalore,5,359,3,225.82,176,6
Site_9484,Supplier_30,Bricks,Chennai,5,488,12,209.87,124,10
Site_9485,Supplier_16,Bricks,Mumbai,3,461,5,306.23,45,7
Site_9486,Supplier_41,Steel,Bangalore,4,96,10,289.21,42,18
Site_9487,Supplier_37,Concrete,Kolkata,2,243,6,289.81,185,4
Site_9488,Supplier_10,Cement,Kolkata,4,269,6,328.58,20,7
Site_9489,Supplier_31,Concrete,Chennai,1,478,14,345.48,104,17
Site_9490,Supplier_61,Concrete,Chennai,3,187,14,359.8,115,5
Site_9491,Supplier_15,Concrete,Mumbai,1,209,11,330.89,30,14
Site_9492,Supplier_90,Cement,Bangalore,5,490,13,153.26,160,16
Site_9493,Supplier_92,Sand,Chennai,4,487,1,422.69,68,3
Site_9494,Supplier_52,Bricks,Chennai,3,379,14,458.06,42,7
Site_9495,Supplier_86,Steel,Mumbai,5,147,13,337.24,72,9
Site_9496,Supplier_89,Steel,Bangalore,2,360,7,397.74,119,2
Site_9497,Supplier_40,Steel,Delhi,2,343,2,127.27,101,9
Site_9498,Supplier_67,Bricks,Chennai,3,471,7,427.8,54,0
Site_9499,Supplier_70,Bricks,Delhi,1,52,6,380.01,53,7
Site_9500,Supplier_23,Concrete,Bangalore,4,493,6,380.52,198,10
Site_9501,Supplier_79,Sand,Kolkata,3,328,11,398.07,160,10
Site_9502,Supplier_17,Cement,Bangalore,5,171,9,214.72,104,3
Site_9503,Supplier_86,Sand,Mumbai,2,490,1,331.71,169,18
Site_9504,Supplier_47,Sand,Delhi,5,353,8,481.84,115,12
Site_9505,Supplier_12,Sand,Bangalore,5,467,4,316.79,102,10
Site_9506,Supplier_85,Cement,Delhi,5,56,14,259.28,62,3
Site_9507,Supplier_14,Bricks,Kolkata,1,219,4,459.87,35,13
Site_9508,Supplier_12,Cement,Chennai,3,282,5,447.86,21,4
Site_9509,Supplier_51,Cement,Kolkata,1,298,14,451.01,79,6
Site_9510,Supplier_93,Cement,Delhi,5,279,7,347.01,27,13
Site_9511,Supplier_42,Cement,Delhi,5,436,1,411.0,126,0
Site_9512,Supplier_15,Bricks,Kolkata,1,404,7,105.33,138,10
Site_9513,Supplier_16,Concrete,Chennai,2,430,12,498.23,158,16
Site_9514,Supplier_66,Sand,Mumbai,2,443,11,354.3,23,16
Site_9515,Supplier_7,Bricks,Bangalore,2,229,3,195.79,77,4
Site_9516,Supplier_87,Concrete,Bangalore,1,344,10,120.25,134,4
Site_9517,Supplier_3,Steel,Bangalore,5,323,13,386.82,85,9
Site_9518,Supplier_27,Steel,Kolkata,4,212,10,343.31,139,4
Site_9519,Supplier_66,Sand,Mumbai,3,373,7,317.58,10,18
Site_9520,Supplier_50,Sand,Bangalore,1,90,5,184.78,78,19
Site_9521,Supplier_89,Bricks,Mumbai,3,259,3,237.91,22,3
Site_9522,Supplier_82,Cement,Bangalore,5,240,14,245.6,90,18
Site_9523,Supplier_2,Sand,Kolkata,2,68,9,477.77,35,18
Site_9524,Supplier_87,Steel,Delhi,1,483,10,175.04,13,11
Site_9525,Supplier_36,Bricks,Chennai,2,288,2,214.91,179,16
Site_9526,Supplier_17,Bricks,Delhi,4,78,3,275.15,12,6
Site_9527,Supplier_7,Concrete,Kolkata,3,273,7,158.8,59,13
Site_9528,Supplier_44,Cement,Bangalore,3,203,10,245.36,31,14
Site_9529,Supplier_19,Bricks,Delhi,3,414,3,177.07,110,3
Site_9530,Supplier_50,Bricks,Mumbai,5,444,9,390.92,21,19
Site_9531,Supplier_44,Concrete,Kolkata,2,241,11,130.65,26,4
Site_9532,Supplier_59,Steel,Bangalore,5,281,13,129.61,150,1
Site_9533,Supplier_59,Sand,Kolkata,2,334,1,367.08,134,10
Site_9534,Supplier_95,Concrete,Bangalore,2,160,6,358.0,156,15
Site_9535,Supplier_95,Cement,Chennai,1,138,5,430.1,187,7
Site_9536,Supplier_6,Sand,Mumbai,1,343,1,375.62,140,4
Site_9537,Supplier_99,Steel,Mumbai,1,352,13,260.52,45,5
Site_9538,Supplier_96,Bricks,Chennai,5,294,5,295.27,195,3
Site_9539,Supplier_30,Sand,Mumbai,4,311,3,151.98,144,18
Site_9540,Supplier_49,Concrete,Kolkata,4,443,10,233.95,17,7
Site_9541,Supplier_46,Bricks,Chennai,1,162,11,191.84,14,11
Site_9542,Supplier_52,Steel,Bangalore,5,310,9,217.03,186,16
Site_9543,Supplier_17,Cement,Kolkata,2,88,1,440.26,55,2
Site_9544,Supplier_82,Concrete,Kolkata,2,476,8,455.25,113,8
Site_9545,Supplier_65,Steel,Bangalore,5,171,8,142.47,37,2
Site_9546,Supplier_80,Sand,Chennai,4,91,2,116.07,127,16
Site_9547,Supplier_20,Steel,Bangalore,1,338,5,110.12,130,10
Site_9548,Supplier_35,Sand,Kolkata,3,245,9,242.76,104,7
Site_9549,Supplier_90,Steel,Delhi,5,454,7,266.91,154,19
Site_9550,Supplier_39,Concrete,Chennai,2,272,9,351.81,183,1
Site_9551,Supplier_32,Steel,Chennai,3,61,14,157.06,26,3
Site_9552,Supplier_27,Steel,Delhi,5,91,7,446.77,118,6
Site_9553,Supplier_45,Steel,Delhi,2,409,14,235.11,38,19
Site_9554,Supplier_84,Sand,Chennai,1,273,13,275.35,181,18
Site_9555,Supplier_94,Steel,Chennai,4,331,5,490.38,190,18
Site_9556,Supplier_5,Cement,Mumbai,5,184,14,495.87,157,11
Site_9557,Supplier_85,Steel,Delhi,4,433,3,452.92,126,6
Site_9558,Supplier_82,Bricks,Mumbai,2,434,11,441.2,140,4
Site_9559,Supplier_59,Bricks,Mumbai,3,60,9,165.37,46,12
Site_9560,Supplier_13,Concrete,Mumbai,3,432,6,272.19,157,17
Site_9561,Supplier_40,Cement,Delhi,4,323,4,319.32,65,7
Site_9562,Supplier_15,Steel,Mumbai,5,197,7,405.8,26,17
Site_9563,Supplier_94,Bricks,Bangalore,5,473,4,211.38,198,0
Site_9564,Supplier_58,Steel,Chennai,5,442,1,482.32,134,9
Site_9565,Supplier_28,Cement,Bangalore,4,152,9,160.7,71,4
Site_9566,Supplier_2,Concrete,Kolkata,5,299,9,335.2,37,6
Site_9567,Supplier_59,Cement,Delhi,1,93,8,345.28,178,14
Site_9568,Supplier_14,Concrete,Delhi,3,363,5,354.17,66,7
Site_9569,Supplier_31,Bricks,Kolkata,4,79,3,316.88,147,3
Site_9570,Supplier_80,Steel,Kolkata,2,237,10,449.67,162,5
Site_9571,Supplier_66,Concrete,Chennai,2,226,9,308.65,97,10
Site_9572,Supplier_11,Cement,Kolkata,3,185,11,377.51,116,4
Site_9573,Supplier_54,Sand,Bangalore,4,263,12,298.14,26,17
Site_9574,Supplier_46,Bricks,Bangalore,1,121,3,221.78,153,6
Site_9575,Supplier_28,Cement,Delhi,3,489,8,445.11,46,3
Site_9576,Supplier_60,Bricks,Chennai,1,144,4,354.01,67,18
Site_9577,Supplier_64,Sand,Bangalore,3,227,9,349.98,104,3
Site_9578,Supplier_20,Sand,Kolkata,3,115,13,485.67,160,17
Site_9579,Supplier_87,Sand,Delhi,1,262,12,179.34,183,9
Site_9580,Supplier_35,Steel,Mumbai,3,334,3,119.43,36,11
Site_9581,Supplier_95,Steel,Delhi,2,418,9,442.19,44,19
Site_9582,Supplier_76,Sand,Mumbai,4,199,9,424.7,166,12
Site_9583,Supplier_49,Sand,Chennai,1,307,14,308.61,185,11
Site_9584,Supplier_3,Concrete,Mumbai,1,267,7,372.47,39,13
Site_9585,Supplier_33,Cement,Delhi,3,438,9,134.32,122,19
Site_9586,Supplier_74,Concrete,Mumbai,2,427,10,374.5,123,7
Site_9587,Supplier_60,Cement,Delhi,1,236,7,166.06,49,5
Site_9588,Supplier_95,Steel,Delhi,3,214,10,474.41,20,12
Site_9589,Supplier_27,Concrete,Mumbai,2,438,12,475.99,80,18
Site_9590,Supplier_77,Steel,Delhi,5,423,2,116.81,164,13
Site_9591,Supplier_1,Bricks,Kolkata,4,224,5,479.33,78,10
Site_9592,Supplier_71,Bricks,Delhi,1,101,8,446.12,40,6
Site_9593,Supplier_32,Steel,Bangalore,2,337,1,316.91,100,13
Site_9594,Supplier_55,Concrete,Mumbai,1,54,11,282.93,33,11
Site_9595,Supplier_63,Cement,Kolkata,4,345,7,250.33,169,19
Site_9596,Supplier_15,Bricks,Mumbai,3,358,11,425.29,116,7
Site_9597,Supplier_67,Sand,Mumbai,4,193,9,173.16,172,14
Site_9598,Supplier_9,Bricks,Chennai,1,472,14,438.86,197,12
Site_9599,Supplier_64,Sand,Mumbai,3,323,7,375.0,75,18
Site_9600,Supplier_59,Bricks,Delhi,2,105,10,441.79,109,2
Site_9601,Supplier_54,Cement,Kolkata,1,91,8,126.79,38,14
Site_9602,Supplier_74,Sand,Mumbai,4,458,1,272.53,67,12
Site_9603,Supplier_40,Cement,Delhi,2,276,2,378.93,151,15
Site_9604,Supplier_3,Steel,Chennai,4,427,1,343.02,79,2
Site_9605,Supplier_11,Sand,Delhi,2,212,11,173.84,155,19
Site_9606,Supplier_68,Bricks,Kolkata,4,97,1,133.95,119,1
Site_9607,Supplier_99,Cement,Kolkata,5,266,9,341.34,37,11
Site_9608,Supplier_5,Sand,Kolkata,2,226,9,225.31,129,5
Site_9609,Supplier_22,Bricks,Delhi,4,234,9,356.66,141,0
Site_9610,Supplier_20,Sand,Kolkata,4,70,14,430.81,147,11
Site_9611,Supplier_85,Sand,Mumbai,3,336,11,402.02,109,11
Site_9612,Supplier_15,Sand,Delhi,5,378,9,362.05,177,18
Site_9613,Supplier_67,Bricks,Delhi,1,296,8,327.69,51,1
Site_9614,Supplier_16,Steel,Kolkata,4,301,11,189.32,166,13
Site_9615,Supplier_82,Concrete,Kolkata,4,382,2,283.34,59,3
Site_9616,Supplier_81,Bricks,Delhi,5,465,13,481.04,157,1
Site_9617,Supplier_70,Steel,Kolkata,5,402,14,491.62,102,11
Site_9618,Supplier_93,Bricks,Chennai,5,360,12,212.9,151,5
Site_9619,Supplier_84,Cement,Chennai,5,384,8,326.47,55,12
Site_9620,Supplier_76,Bricks,Bangalore,2,215,6,211.18,140,9
Site_9621,Supplier_8,Steel,Delhi,3,314,4,405.62,55,16
Site_9622,Supplier_93,Bricks,Kolkata,1,257,10,287.79,15,2
Site_9623,Supplier_37,Steel,Bangalore,1,206,12,282.03,14,1
Site_9624,Supplier_95,Sand,Bangalore,5,456,3,434.63,92,2
Site_9625,Supplier_39,Steel,Chennai,1,415,1,290.08,32,15
Site_9626,Supplier_15,Concrete,Mumbai,4,331,10,345.87,91,0
Site_9627,Supplier_34,Cement,Delhi,1,238,2,468.1,147,18
Site_9628,Supplier_85,Cement,Bangalore,1,56,6,233.45,77,17
Site_9629,Supplier_87,Sand,Delhi,4,184,2,447.41,194,18
Site_9630,Supplier_97,Bricks,Kolkata,5,144,11,247.84,36,13
Site_9631,Supplier_68,Bricks,Kolkata,5,336,10,279.66,93,8
Site_9632,Supplier_39,Bricks,Kolkata,4,91,13,486.23,43,0
Site_9633,Supplier_94,Cement,Chennai,2,68,2,289.78,69,12
Site_9634,Supplier_8,Steel,Delhi,1,408,2,365.65,36,5
Site_9635,Supplier_1,Sand,Delhi,1,198,3,234.92,15,7
Site_9636,Supplier_47,Bricks,Kolkata,5,183,1,363.81,155,16
Site_9637,Supplier_55,Concrete,Mumbai,5,246,14,360.11,76,14
Site_9638,Supplier_12,Cement,Bangalore,2,293,10,492.77,87,7
Site_9639,Supplier_27,Steel,Chennai,4,162,4,318.26,67,13
Site_9640,Supplier_29,Bricks,Delhi,5,67,13,246.93,14,7
Site_9641,Supplier_92,Bricks,Delhi,5,458,10,181.78,32,8
Site_9642,Supplier_55,Bricks,Delhi,2,253,14,357.45,44,13
Site_9643,Supplier_79,Concrete,Bangalore,3,299,9,116.24,160,14
Site_9644,Supplier_27,Steel,Bangalore,3,264,11,296.48,132,4
Site_9645,Supplier_22,Cement,Chennai,5,137,10,472.19,27,15
Site_9646,Supplier_85,Cement,Kolkata,4,286,1,362.68,78,6
Site_9647,Supplier_26,Bricks,Delhi,4,77,7,177.75,41,4
Site_9648,Supplier_70,Bricks,Bangalore,5,252,13,125.22,112,19
Site_9649,Supplier_45,Cement,Delhi,2,406,2,115.28,142,18
Site_9650,Supplier_42,Concrete,Delhi,3,187,11,460.41,117,0
Site_9651,Supplier_82,Sand,Chennai,3,352,11,406.7,121,14
Site_9652,Supplier_3,Concrete,Kolkata,5,233,11,187.91,145,3
Site_9653,Supplier_6,Bricks,Kolkata,1,193,6,219.46,42,0
Site_9654,Supplier_66,Bricks,Mumbai,4,153,8,231.67,145,1
Site_9655,Supplier_90,Concrete,Chennai,3,483,13,217.72,100,5
Site_9656,Supplier_27,Bricks,Bangalore,1,237,2,169.6,67,17
Site_9657,Supplier_68,Steel,Chennai,3,220,11,391.78,35,15
Site_9658,Supplier_30,Sand,Kolkata,1,417,14,473.43,74,16
