Project ID,City,Tunnel Length (km),Num of Stations,Num of Workers,Equipment Factor (%),Signal System Complexity (%),Material Factor (%),Gov Regulation Factor (%),Urban Congestion Impact (%),Expected Completion Time (months),Budget (in Crores),Delay time (days),Risk Level
METRO-14572,Hyderabad,26.54,11,436,17,48,73,17,77,101,3235.65,138,Medium
METRO-14573,Bangalore,43.01,69,154,91,11,84,60,33,105,2686.22,285,Medium
METRO-14574,Bangalore,15.9,78,3492,74,64,91,47,21,68,2075.75,67,Medium
METRO-14575,Chennai,40.73,81,1216,65,66,40,24,64,45,2810.33,85,Medium
METRO-14576,Kolkata,45.65,45,4303,80,93,10,60,61,24,534.51,188,Medium
METRO-14577,Kolkata,4.57,36,3521,60,86,46,75,51,44,4111.5,69,Medium
METRO-14578,Kolkata,38.06,18,4744,45,58,13,33,86,114,1470.71,241,Medium
METRO-14579,Hyderabad,13.51,37,2893,28,71,15,84,25,36,2428.22,188,Medium
METRO-14580,Delhi,9.59,34,4782,31,16,43,70,84,77,4529.16,223,Medium
METRO-14581,Kolkata,30.45,77,4684,14,5,57,29,68,76,536.84,98,Low
METRO-14582,Mumbai,35.57,10,921,59,59,20,79,5,70,2174.92,144,Medium
METRO-14583,Chennai,20.34,14,4268,81,55,13,58,57,98,1503.67,139,Medium
METRO-14584,Kolkata,2.92,79,3262,27,11,75,56,83,85,4938.88,64,Medium
METRO-14585,Mumbai,45.53,24,2001,26,20,25,62,35,25,3419.71,142,Low
METRO-14586,Kolkata,36.81,93,2967,40,74,72,46,45,91,4264.16,8,Medium
METRO-14587,Delhi,14.31,16,547,46,65,2,38,20,51,3885.81,55,Low
METRO-14588,Delhi,25.35,26,4775,32,19,87,85,54,53,872.19,194,Medium
METRO-14589,Kolkata,2.36,80,3395,43,63,48,15,42,75,4454.76,290,Medium
METRO-14590,Mumbai,17.62,18,3387,49,19,40,68,34,64,1627.99,251,Medium
METRO-14591,Chennai,26.6,52,265,9,94,18,72,13,104,3665.58,274,Medium
METRO-14592,Mumbai,26.34,58,533,23,35,11,91,24,46,3863.92,169,Medium
METRO-14593,Chennai,11.2,40,1919,33,61,54,94,80,74,4825.7,168,Medium
METRO-14594,Kolkata,39.06,65,4265,90,23,1,19,38,116,1845.16,73,Low
METRO-14595,Chennai,15.64,59,642,19,85,27,17,66,108,4207.5,294,Medium
METRO-14596,Bangalore,29.44,18,2332,24,8,41,80,73,81,3088.96,327,Medium
METRO-14597,Hyderabad,14.3,6,1773,54,57,64,29,69,101,4649.81,94,Medium
METRO-14598,Hyderabad,21.83,6,239,89,48,28,35,52,77,2395.01,261,Medium
METRO-14599,Delhi,11.17,65,3434,42,80,2,77,11,65,3625.53,361,Medium
METRO-14600,Bangalore,32.02,10,4351,52,97,86,24,56,26,1343.35,1,Medium
METRO-14601,Hyderabad,21.85,29,2478,84,52,7,44,59,37,4558.11,145,Medium
METRO-14602,Kolkata,1.79,71,1603,49,10,77,39,91,57,4902.17,173,Medium
METRO-14603,Chennai,2.38,27,3135,54,5,27,3,35,90,1818.92,139,Low
METRO-14604,Chennai,24.09,77,4516,12,58,41,65,64,39,4564.49,141,Medium
METRO-14605,Mumbai,9.98,99,2046,48,50,84,93,62,91,735.26,245,Medium
METRO-14606,Mumbai,29.67,32,4359,96,48,2,25,37,73,4169.59,352,Medium
METRO-14607,Chennai,21.0,29,301,9,86,59,74,30,96,2615.23,72,Medium
METRO-14608,Kolkata,33.07,69,4285,91,46,50,69,16,74,4863.35,339,Medium
METRO-14609,Chennai,47.67,70,4781,96,44,77,37,85,31,1671.27,267,Medium
METRO-14610,Mumbai,26.91,83,1569,10,48,18,82,33,26,739.05,1,Medium
METRO-14611,Hyderabad,39.58,47,4996,77,39,3,82,97,91,2897.95,48,Medium
METRO-14612,Delhi,37.9,44,1085,83,89,86,74,46,47,3769.48,287,High
METRO-14613,Mumbai,46.17,84,3653,99,8,6,54,51,77,2647.41,84,Medium
METRO-14614,Kolkata,11.49,27,776,19,7,40,56,42,89,2523.16,322,Low
METRO-14615,Hyderabad,41.54,53,2004,71,48,15,61,28,77,1475.23,335,Medium
METRO-14616,Hyderabad,45.37,12,4848,78,51,64,69,21,62,2749.5,8,Medium
METRO-14617,Hyderabad,20.25,11,3149,96,25,52,92,98,24,4583.84,135,High
METRO-14618,Bangalore,16.38,25,1989,82,11,54,13,37,107,2408.92,301,Low
METRO-14619,Bangalore,47.65,39,1928,47,96,19,73,61,48,3832.24,121,Medium
METRO-14620,Hyderabad,31.75,86,863,75,63,89,89,79,117,3989.68,311,High
METRO-14621,Kolkata,19.65,65,4850,16,70,3,40,94,60,3100.0,72,Medium
METRO-14622,Chennai,39.8,87,2503,32,79,36,94,34,79,2002.02,138,Medium
METRO-14623,Kolkata,15.92,78,1459,19,25,81,44,54,82,3298.98,285,Medium
METRO-14624,Bangalore,9.64,72,184,45,88,80,49,73,33,2804.68,20,Medium
METRO-14625,Mumbai,27.65,34,965,30,34,21,58,43,34,4244.0,298,Low
METRO-14626,Bangalore,28.74,72,3275,50,92,43,51,5,36,1694.18,169,Medium
METRO-14627,Chennai,41.46,13,1241,82,49,97,35,18,100,1366.98,173,Medium
METRO-14628,Delhi,23.39,21,1161,18,91,60,73,11,103,1526.22,351,Medium
METRO-14629,Bangalore,40.91,47,4678,61,15,71,25,26,58,1751.21,168,Low
METRO-14630,Kolkata,16.25,92,4331,43,82,45,9,32,72,3242.5,270,Medium
METRO-14631,Kolkata,29.19,61,175,76,39,25,83,89,77,3043.56,359,Medium
METRO-14632,Hyderabad,11.22,17,415,37,5,2,84,36,74,1077.18,358,Low
METRO-14633,Hyderabad,19.89,61,596,48,90,88,58,87,37,4873.38,121,High
METRO-14634,Hyderabad,43.02,30,1055,64,66,54,63,57,88,649.5,36,Medium
METRO-14635,Delhi,11.58,65,720,10,97,36,81,30,27,3659.01,338,Medium
METRO-14636,Chennai,40.7,66,3739,26,16,46,11,46,88,878.21,286,Low
METRO-14637,Mumbai,14.86,23,117,57,31,47,76,65,54,945.59,324,Medium
METRO-14638,Kolkata,2.69,85,4627,63,23,35,3,85,88,4009.89,171,Low
METRO-14639,Kolkata,6.39,34,715,64,98,14,90,81,117,2809.64,144,Medium
METRO-14640,Chennai,37.55,94,248,14,34,6,8,19,57,1981.63,198,Low
METRO-14641,Delhi,13.84,17,4635,81,95,30,27,81,80,3608.52,127,Medium
METRO-14642,Hyderabad,33.05,53,4414,88,52,60,51,28,32,4315.41,254,Medium
METRO-14643,Chennai,35.26,86,4079,0,14,45,74,24,36,2459.31,229,Low
METRO-14644,Mumbai,17.91,89,770,18,36,14,41,74,35,1904.3,284,Low
METRO-14645,Hyderabad,24.27,55,3781,55,24,12,73,99,96,3757.25,110,Medium
METRO-14646,Mumbai,20.78,13,1118,63,84,21,26,11,53,3377.84,361,Medium
METRO-14647,Bangalore,47.42,98,3042,33,77,49,27,7,74,1654.71,269,Low
METRO-14648,Mumbai,16.68,33,1374,63,22,51,9,91,111,2745.73,29,Medium
METRO-14649,Hyderabad,9.98,97,3232,9,54,55,27,62,80,744.13,261,Low
METRO-14650,Bangalore,18.91,87,1602,75,6,43,2,66,86,1238.41,46,Low
METRO-14651,Hyderabad,33.81,12,2215,59,4,86,14,96,39,1558.22,270,Medium
METRO-14652,Kolkata,35.17,85,4448,38,77,66,46,60,27,1604.06,125,Medium
METRO-14653,Hyderabad,46.28,80,983,65,82,19,96,74,117,750.29,0,Medium
METRO-14654,Bangalore,44.21,19,2771,31,70,82,80,83,43,4835.62,69,Medium
METRO-14655,Mumbai,15.13,73,1652,50,71,45,26,93,113,2615.7,146,Medium
METRO-14656,Kolkata,23.3,38,3840,25,67,47,99,27,38,4987.45,132,Medium
METRO-14657,Delhi,37.62,56,4155,56,5,29,86,95,38,1963.15,316,Medium
METRO-14658,Delhi,45.91,54,2662,83,9,41,54,14,61,2549.81,32,Medium
METRO-14659,Delhi,17.52,71,2001,59,49,95,27,55,59,3220.56,239,Medium
METRO-14660,Delhi,22.78,9,3153,54,13,40,26,79,104,1206.77,175,Low
METRO-14661,Chennai,45.07,13,2762,5,12,29,82,4,74,4747.15,14,Low
METRO-14662,Delhi,18.57,92,254,6,70,23,73,61,110,1541.34,244,Medium
METRO-14663,Bangalore,24.55,9,2993,65,20,11,77,3,48,1337.46,300,Low
METRO-14664,Delhi,45.32,31,487,80,96,43,17,26,28,1145.24,163,Medium
METRO-14665,Hyderabad,40.31,88,103,25,10,52,0,3,98,3473.89,79,Low
METRO-14666,Delhi,12.93,51,1084,94,5,16,65,63,101,2029.85,334,Medium
METRO-14667,Mumbai,16.91,66,2527,97,35,72,17,80,26,2889.32,302,Medium
METRO-14668,Bangalore,18.29,49,1838,81,74,78,48,13,75,2529.19,153,Medium
METRO-14669,Bangalore,45.72,70,4228,77,54,24,87,0,111,1161.11,63,Medium
METRO-14670,Kolkata,49.95,27,1134,4,33,11,84,72,56,3911.94,159,Medium
METRO-14671,Chennai,38.93,65,815,86,93,77,77,30,114,1627.98,66,High
METRO-14672,Hyderabad,24.73,97,1632,0,72,83,96,11,48,910.42,168,Medium
METRO-14673,Bangalore,1.5,47,1277,83,70,45,43,7,43,2203.03,152,Medium
METRO-14674,Mumbai,35.18,39,2002,1,45,48,54,61,59,4734.31,275,Medium
METRO-14675,Delhi,20.08,34,1021,64,36,44,11,98,34,2095.29,323,Medium
METRO-14676,Bangalore,32.02,71,793,9,59,36,80,22,73,3469.15,67,Medium
METRO-14677,Mumbai,30.73,14,766,49,17,26,33,64,63,4004.86,350,Low
METRO-14678,Delhi,24.56,60,1351,50,48,29,24,64,100,3795.3,257,Medium
METRO-14679,Chennai,47.27,38,201,68,92,24,57,77,40,3107.04,185,Medium
METRO-14680,Bangalore,2.13,69,4453,40,84,91,59,57,85,1086.2,266,Medium
METRO-14681,Bangalore,35.89,10,1900,57,13,80,44,45,62,4806.79,166,Medium
METRO-14682,Mumbai,21.08,74,171,76,15,25,94,95,29,4033.64,295,Medium
METRO-14683,Kolkata,35.98,47,983,67,25,70,3,91,80,4872.21,242,Medium
METRO-14684,Hyderabad,34.09,20,3149,23,94,46,55,61,33,2840.74,340,Medium
METRO-14685,Chennai,1.5,67,4003,90,50,38,24,35,112,1533.39,195,Medium
METRO-14686,Hyderabad,14.98,69,4310,55,74,83,55,96,28,4609.59,335,High
METRO-14687,Bangalore,10.27,9,4772,99,95,7,35,90,83,1564.55,276,Medium
METRO-14688,Hyderabad,9.18,29,1533,35,89,27,33,96,30,876.6,73,Medium
METRO-14689,Delhi,36.7,31,1802,1,62,14,97,2,70,627.75,125,Low
METRO-14690,Chennai,12.74,46,3311,95,32,80,58,19,42,589.95,314,Medium
METRO-14691,Hyderabad,24.26,59,407,55,59,90,96,63,27,1577.54,77,High
METRO-14692,Delhi,13.1,30,4982,80,36,25,36,98,97,1460.53,324,Medium
METRO-14693,Mumbai,29.43,20,1989,11,10,52,37,36,67,4607.36,41,Low
METRO-14694,Hyderabad,36.31,94,2081,11,19,14,44,61,41,2113.69,350,Low
METRO-14695,Chennai,17.22,32,4587,84,76,54,21,13,70,708.4,248,Medium
METRO-14696,Delhi,30.55,96,186,71,33,12,75,74,112,4063.64,13,Medium
METRO-14697,Hyderabad,41.42,34,1262,21,59,19,66,40,117,3736.48,116,Medium
METRO-14698,Mumbai,5.62,81,965,73,96,80,61,65,51,1351.55,255,High
METRO-14699,Hyderabad,35.82,93,3848,83,57,88,3,3,77,2503.23,274,Medium
METRO-14700,Delhi,16.83,49,252,61,42,84,47,9,48,2089.32,310,Medium
METRO-14701,Hyderabad,7.01,23,2811,63,67,7,7,70,117,3992.49,253,Low
METRO-14702,Chennai,27.74,17,717,27,53,16,31,18,26,3149.3,156,Low
METRO-14703,Bangalore,12.09,79,2437,88,71,99,68,70,96,1335.26,271,High
METRO-14704,Delhi,41.25,27,1618,27,59,33,22,26,99,4046.48,91,Low
METRO-14705,Delhi,3.1,18,4021,3,10,47,57,33,31,3111.64,127,Low
METRO-14706,Delhi,5.83,78,1037,44,65,9,38,68,29,4240.73,216,Medium
METRO-14707,Delhi,26.53,27,1714,89,21,94,77,39,94,4459.65,70,Medium
METRO-14708,Hyderabad,29.86,44,2624,12,3,77,18,93,94,4288.89,353,Low
METRO-14709,Chennai,36.76,68,3831,82,41,74,86,39,61,1216.95,9,Medium
METRO-14710,Mumbai,13.7,89,3507,97,88,74,58,25,81,4550.68,359,High
METRO-14711,Chennai,42.25,63,4000,79,51,28,56,72,96,1098.16,292,Medium
METRO-14712,Delhi,47.7,24,3754,3,43,15,20,50,24,1296.88,137,Low
METRO-14713,Kolkata,25.45,36,1364,60,14,18,10,34,107,4271.6,29,Low
METRO-14714,Hyderabad,38.27,82,4423,83,75,85,35,5,103,4139.93,239,Medium
METRO-14715,Kolkata,26.72,28,1785,25,96,23,40,60,73,2311.3,187,Medium
METRO-14716,Hyderabad,4.4,50,1074,93,31,42,39,88,113,1286.36,348,Medium
METRO-14717,Delhi,16.98,22,4268,5,69,55,10,73,68,1468.97,322,Low
METRO-14718,Hyderabad,5.29,98,4191,76,0,38,88,60,99,4883.16,304,Medium
METRO-14719,Delhi,49.46,96,1652,55,19,8,55,18,43,812.62,233,Low
METRO-14720,Chennai,12.22,52,3429,99,68,92,79,34,71,2154.66,51,High
METRO-14721,Bangalore,32.16,18,4458,80,36,47,87,25,86,3352.19,46,Medium
METRO-14722,Hyderabad,14.93,58,4418,26,50,32,23,34,77,3983.22,123,Low
METRO-14723,Delhi,33.01,25,584,34,1,41,74,50,117,3564.33,171,Medium
METRO-14724,Kolkata,11.31,9,2338,96,77,90,43,59,46,2116.39,30,High
METRO-14725,Delhi,39.48,35,4752,81,16,91,87,66,53,1554.19,92,Medium
METRO-14726,Kolkata,6.43,71,1081,57,49,33,16,4,102,3934.99,12,Low
METRO-14727,Hyderabad,44.86,91,1818,83,81,44,59,44,112,2410.19,17,Medium
METRO-14728,Mumbai,42.18,63,2293,62,16,35,36,72,87,1020.49,137,Medium
METRO-14729,Kolkata,34.26,48,2712,32,30,31,17,59,80,4890.72,188,Low
METRO-14730,Delhi,4.3,68,3891,94,55,81,88,59,51,4001.25,267,High
METRO-14731,Hyderabad,11.22,98,2538,82,30,25,51,28,40,3341.12,202,Medium
METRO-14732,Delhi,43.11,46,182,96,35,79,7,43,101,1992.14,158,Medium
METRO-14733,Mumbai,6.98,98,3196,80,18,95,63,97,82,4200.84,239,Medium
METRO-14734,Bangalore,8.64,42,4648,32,60,32,38,19,41,1573.72,243,Low
METRO-14735,Mumbai,27.66,11,1787,99,31,87,79,79,32,706.19,164,High
METRO-14736,Chennai,14.43,63,2577,68,80,42,28,53,76,2225.39,97,Medium
METRO-14737,Hyderabad,11.88,73,3674,39,87,5,72,96,49,3626.4,57,Medium
METRO-14738,Mumbai,29.21,74,2089,46,3,51,6,55,118,4749.18,75,Low
METRO-14739,Bangalore,19.26,53,1519,44,68,59,77,55,115,1673.77,247,Medium
METRO-14740,Delhi,7.89,82,4897,26,46,77,24,39,39,844.8,1,Medium
METRO-14741,Hyderabad,27.21,15,951,6,40,83,36,21,71,1574.37,290,Low
METRO-14742,Kolkata,19.96,6,4413,57,0,89,82,46,110,3847.03,259,Medium
METRO-14743,Mumbai,36.99,99,559,13,89,77,65,78,26,2828.57,228,Medium
METRO-14744,Bangalore,6.04,31,1711,3,41,58,18,59,80,3663.02,327,Low
METRO-14745,Mumbai,31.41,20,2669,81,66,43,65,35,47,4917.8,246,Medium
METRO-14746,Chennai,22.39,68,2614,33,22,23,87,85,28,2781.05,195,Medium
METRO-14747,Hyderabad,20.9,70,3854,79,12,70,73,33,89,900.38,49,Medium
METRO-14748,Delhi,12.38,53,3460,90,85,66,49,88,86,4428.38,107,High
METRO-14749,Bangalore,2.49,94,3803,37,94,39,55,91,118,1019.16,74,Medium
METRO-14750,Mumbai,42.54,20,4607,19,60,89,12,33,63,2312.33,198,Medium
METRO-14751,Hyderabad,16.99,77,2833,45,71,19,0,84,53,4931.41,346,Low
METRO-14752,Mumbai,34.37,56,2000,18,29,24,14,26,50,2112.52,58,Low
METRO-14753,Hyderabad,47.43,77,485,0,45,93,52,64,32,2771.22,237,Medium
METRO-14754,Chennai,28.68,9,3593,22,75,31,6,28,64,4894.52,136,Low
METRO-14755,Mumbai,20.46,40,4233,61,85,70,79,31,52,2869.7,335,Medium
METRO-14756,Chennai,14.15,11,3066,72,42,51,6,56,80,4744.75,354,Medium
METRO-14757,Kolkata,46.77,65,3415,27,14,84,81,12,102,1961.16,52,Medium
METRO-14758,Kolkata,34.42,33,3214,83,29,20,91,76,86,954.7,180,Medium
METRO-14759,Bangalore,33.6,71,2265,79,59,48,62,35,53,2046.82,230,Medium
METRO-14760,Chennai,21.88,34,2753,76,23,22,13,12,46,4503.06,167,Low
METRO-14761,Hyderabad,42.41,44,1447,32,24,63,80,45,73,2023.07,65,Medium
METRO-14762,Bangalore,35.97,35,297,2,52,11,22,4,44,4069.86,100,Low
METRO-14763,Mumbai,14.88,52,1605,78,57,67,56,52,77,1922.29,161,Medium
METRO-14764,Mumbai,30.38,95,1116,15,1,82,22,73,70,4971.68,312,Low
METRO-14765,Hyderabad,22.08,10,3875,29,64,4,23,77,106,1513.0,145,Low
METRO-14766,Delhi,1.32,66,2615,24,83,64,84,16,101,601.47,73,Medium
METRO-14767,Delhi,40.57,33,931,77,44,94,85,1,25,4102.29,49,Medium
METRO-14768,Mumbai,7.02,13,1672,0,43,63,89,97,85,2672.94,303,Medium
METRO-14769,Hyderabad,25.99,58,203,32,25,42,35,79,98,4049.3,160,Medium
METRO-14770,Delhi,17.48,88,2132,36,7,47,54,24,119,3065.5,176,Low
METRO-14771,Chennai,17.76,15,1357,28,82,1,28,6,80,2456.21,263,Low
METRO-14772,Mumbai,24.39,23,2181,36,30,65,70,33,71,2878.49,301,Medium
METRO-14773,Kolkata,49.85,78,4915,60,78,74,55,85,32,3550.58,138,Medium
METRO-14774,Chennai,21.01,9,436,7,51,72,80,25,53,2453.03,50,Medium
METRO-14775,Hyderabad,9.93,91,4392,0,1,66,10,57,57,3770.49,273,Low
METRO-14776,Kolkata,31.07,74,1094,62,65,32,54,60,57,1130.87,170,Medium
METRO-14777,Chennai,12.58,99,3401,87,49,22,24,19,89,3567.79,146,Medium
METRO-14778,Delhi,6.17,22,199,64,92,81,40,64,98,3350.74,52,Medium
METRO-14779,Delhi,3.46,25,2210,45,96,61,47,72,102,4395.49,295,Medium
METRO-14780,Kolkata,2.12,19,1457,42,9,73,50,21,61,1874.95,49,Medium
METRO-14781,Bangalore,22.13,63,1120,9,45,58,7,94,76,1714.9,95,Low
METRO-14782,Mumbai,21.91,99,3057,81,57,94,3,16,80,3567.8,211,Medium
METRO-14783,Kolkata,10.09,78,3877,84,84,79,36,62,112,1375.87,50,Medium
METRO-14784,Hyderabad,39.42,10,2431,9,84,26,72,65,47,4716.98,38,Medium
METRO-14785,Mumbai,7.33,28,1842,61,12,67,77,15,38,3710.46,65,Medium
METRO-14786,Chennai,45.85,64,975,85,50,42,47,54,87,3722.76,230,Medium
METRO-14787,Hyderabad,29.79,32,518,50,79,53,13,55,102,4625.48,260,Medium
METRO-14788,Hyderabad,2.35,96,1090,44,82,64,22,42,117,3008.39,30,Medium
METRO-14789,Delhi,48.19,78,2574,72,87,45,32,73,117,4773.91,112,Medium
METRO-14790,Chennai,16.09,27,783,72,57,11,81,9,72,1745.05,186,Medium
METRO-14791,Delhi,23.05,83,4946,44,61,54,41,52,90,2117.07,11,Medium
METRO-14792,Delhi,14.93,50,142,84,22,57,73,59,25,4039.68,262,Medium
METRO-14793,Bangalore,36.69,41,2135,57,3,8,76,88,112,3201.11,77,Medium
METRO-14794,Delhi,24.8,18,3479,94,30,92,23,98,30,3031.6,127,Medium
METRO-14795,Mumbai,7.49,52,1745,65,7,45,63,14,59,2733.37,171,Medium
METRO-14796,Hyderabad,6.11,82,4072,23,24,36,23,82,114,3280.25,19,Low
METRO-14797,Delhi,36.54,75,4342,96,53,64,47,3,30,2692.72,159,Medium
METRO-14798,Kolkata,12.62,40,4097,74,86,82,47,46,96,4320.47,180,Medium
METRO-14799,Mumbai,7.75,86,2528,64,10,76,66,21,92,2695.22,354,Medium
METRO-14800,Chennai,25.47,64,1874,54,91,63,83,35,117,1143.06,93,Medium
METRO-14801,Hyderabad,40.34,58,1826,50,44,72,2,21,104,1641.41,154,Low
METRO-14802,Kolkata,14.66,83,3287,71,86,21,9,18,115,4576.64,116,Medium
METRO-14803,Kolkata,14.55,67,1588,72,44,24,89,72,97,3586.33,20,Medium
METRO-14804,Chennai,41.86,52,3840,20,59,8,59,10,26,1298.97,26,Low
METRO-14805,Kolkata,8.24,26,943,46,63,34,79,71,78,2683.24,87,Medium
METRO-14806,Mumbai,31.22,47,3378,21,42,52,3,64,77,3336.66,171,Low
METRO-14807,Chennai,47.8,45,1176,28,63,45,49,85,98,2883.31,324,Medium
METRO-14808,Kolkata,42.22,21,4408,39,46,45,63,65,112,4950.09,142,Medium
METRO-14809,Chennai,4.03,67,2395,2,99,62,32,14,95,2812.52,267,Medium
METRO-14810,Chennai,16.68,94,1613,48,60,56,35,28,51,4678.69,17,Medium
METRO-14811,Delhi,7.98,83,2997,24,97,72,56,14,79,4294.67,268,Medium
METRO-14812,Delhi,47.51,22,4960,81,47,6,33,81,36,3190.76,105,Medium
METRO-14813,Delhi,49.31,76,4027,10,74,80,73,73,109,2245.36,136,Medium
METRO-14814,Kolkata,12.51,7,3108,93,7,75,86,54,28,4988.21,227,Medium
METRO-14815,Hyderabad,33.82,58,3207,88,33,72,44,82,57,921.35,94,Medium
METRO-14816,Mumbai,42.24,18,4099,74,7,5,61,58,92,4293.65,159,Medium
METRO-14817,Kolkata,12.45,38,3581,97,51,87,16,60,119,3319.33,80,Medium
METRO-14818,Delhi,10.2,5,2331,87,80,18,71,73,100,3114.34,176,Medium
METRO-14819,Chennai,1.55,52,166,47,85,54,94,56,29,4974.96,109,Medium
METRO-14820,Kolkata,21.19,14,2180,31,7,63,97,90,25,1918.94,84,Medium
METRO-14821,Chennai,45.07,87,1647,2,61,80,64,21,75,633.96,313,Medium
METRO-14822,Chennai,45.25,15,1368,44,64,77,83,29,38,3870.97,364,Medium
METRO-14823,Chennai,7.26,70,1609,88,13,64,99,24,61,919.2,130,Medium
METRO-14824,Bangalore,11.01,7,4791,19,68,55,68,78,64,1855.49,138,Medium
METRO-14825,Hyderabad,20.99,19,948,19,90,81,26,66,88,4991.51,122,Medium
METRO-14826,Mumbai,39.25,63,1974,50,47,93,13,8,60,2131.89,107,Medium
METRO-14827,Mumbai,30.98,68,701,80,86,87,97,33,90,2637.76,147,High
METRO-14828,Delhi,26.18,51,4301,19,11,79,57,96,61,1881.47,55,Medium
METRO-14829,Bangalore,30.0,96,4880,81,63,17,89,63,33,4825.6,168,Medium
METRO-14830,Kolkata,5.71,6,1512,13,29,10,94,22,79,1721.45,263,Low
METRO-14831,Kolkata,24.41,34,2682,97,7,63,1,9,81,3381.75,226,Low
METRO-14832,Mumbai,49.61,42,2950,79,65,33,27,97,33,825.33,275,Medium
METRO-14833,Hyderabad,5.33,9,2388,31,68,37,21,45,73,751.84,196,Low
METRO-14834,Chennai,26.44,10,195,71,76,65,53,50,109,619.04,307,Medium
METRO-14835,Delhi,15.49,9,4320,41,80,35,7,61,64,4471.55,142,Medium
METRO-14836,Hyderabad,27.46,16,333,79,34,26,47,38,37,822.14,304,Medium
METRO-14837,Mumbai,29.12,8,4884,38,78,7,58,64,112,2031.54,74,Medium
METRO-14838,Bangalore,29.3,28,4777,37,11,79,85,71,110,2690.92,93,Medium
METRO-14839,Delhi,42.76,29,4315,63,98,78,74,77,89,2279.4,217,High
METRO-14840,Mumbai,20.1,30,3648,3,66,0,0,66,57,1797.21,322,Low
METRO-14841,Kolkata,26.3,59,121,98,9,89,69,75,81,4021.5,163,Medium
METRO-14842,Delhi,1.54,50,2908,91,1,94,85,77,47,4653.64,265,Medium
METRO-14843,Mumbai,39.69,50,1335,62,14,99,63,52,103,3800.25,223,Medium
METRO-14844,Kolkata,13.71,47,2622,60,62,66,55,42,108,750.98,9,Medium
METRO-14845,Kolkata,41.01,64,2335,77,6,64,65,17,104,3339.56,197,Medium
METRO-14846,Chennai,14.02,37,517,4,19,3,25,33,119,2685.16,312,Low
METRO-14847,Bangalore,1.53,25,652,65,59,9,6,8,37,4920.71,114,Low
METRO-14848,Chennai,8.59,91,2687,44,7,96,96,1,115,3331.12,5,Medium
METRO-14849,Mumbai,49.3,41,3990,49,89,70,79,14,94,1194.45,352,Medium
METRO-14850,Hyderabad,16.67,16,135,87,57,78,12,8,86,1036.19,132,Medium
METRO-14851,Chennai,6.33,25,4165,2,7,72,31,59,37,1136.04,283,Low
METRO-14852,Hyderabad,6.82,17,630,22,29,68,2,10,29,1777.97,73,Low
METRO-14853,Kolkata,16.21,37,4883,10,83,32,20,60,34,4010.08,281,Low
METRO-14854,Mumbai,2.84,74,2271,37,53,41,30,61,50,3427.18,293,Medium
METRO-14855,Bangalore,26.06,80,3189,55,53,28,87,20,77,2945.55,208,Medium
METRO-14856,Hyderabad,11.47,65,4900,34,94,62,70,64,113,3450.06,185,Medium
METRO-14857,Mumbai,26.45,34,1017,64,28,24,38,19,76,4083.69,172,Low
METRO-14858,Hyderabad,7.9,41,3359,5,52,18,71,89,48,1114.23,353,Medium
METRO-14859,Chennai,22.06,86,3335,69,93,80,69,72,59,3800.32,15,High
METRO-14860,Mumbai,30.3,20,2167,39,30,28,13,79,41,3989.52,16,Low
METRO-14861,Chennai,4.04,49,1119,89,3,84,83,50,115,4842.06,127,Medium
METRO-14862,Delhi,20.54,75,2123,34,28,78,59,89,79,4654.83,219,Medium
METRO-14863,Mumbai,15.82,5,2260,12,43,89,65,7,33,4581.17,256,Medium
METRO-14864,Hyderabad,12.78,57,1440,24,93,2,77,90,74,3914.05,356,Medium
METRO-14865,Delhi,30.62,32,2504,85,21,29,98,73,61,1166.01,341,Medium
METRO-14866,Chennai,29.84,57,871,80,95,80,88,46,96,3756.65,226,High
METRO-14867,Chennai,31.9,48,2973,77,11,5,17,14,44,2774.66,54,Low
METRO-14868,Hyderabad,8.79,71,816,66,29,76,7,18,113,1958.6,9,Low
METRO-14869,Delhi,15.0,43,4618,67,4,70,69,23,56,1766.84,305,Medium
METRO-14870,Kolkata,11.27,14,1180,98,65,40,27,12,48,3309.55,330,Medium
METRO-14871,Bangalore,27.48,55,4259,46,69,79,72,43,90,2230.43,110,Medium
METRO-14872,Hyderabad,23.59,18,2656,54,34,4,24,6,42,2598.08,254,Low
METRO-14873,Chennai,17.18,83,1557,91,73,80,70,70,99,1648.24,152,High
METRO-14874,Mumbai,39.51,10,3701,42,79,64,34,99,79,2262.7,235,Medium
METRO-14875,Delhi,5.6,43,3937,1,47,72,15,47,117,2633.96,136,Low
METRO-14876,Kolkata,48.77,84,180,44,85,49,83,91,71,2432.8,291,Medium
METRO-14877,Bangalore,6.71,86,2528,47,50,76,70,99,64,1454.12,307,Medium
METRO-14878,Mumbai,38.88,52,4095,61,77,91,17,14,75,1194.67,202,Medium
METRO-14879,Delhi,19.04,29,2795,37,15,20,18,98,31,4859.0,268,Low
METRO-14880,Kolkata,43.4,37,4611,46,47,70,1,11,70,1156.85,216,Low
METRO-14881,Hyderabad,4.63,87,2766,3,38,68,92,27,101,1151.55,316,Medium
METRO-14882,Kolkata,19.36,79,2281,59,0,55,91,94,98,4680.89,99,Medium
METRO-14883,Hyderabad,17.44,71,2859,48,15,71,78,57,63,2240.46,248,Medium
METRO-14884,Delhi,49.66,69,3979,75,19,22,54,30,68,699.92,274,Medium
METRO-14885,Kolkata,49.29,44,3862,33,31,32,93,75,84,2412.19,82,Medium
