Supplier_ID,Supplier_Name,Location,Material_Type,Lead_Time (days),Historical_Delay (days),Quality_Rating (1-5),Avg_Cost_per_Unit (INR),Financial_Stability_Score,Past_Contract_Failures,Alternative_Suppliers,Climate_Risk,Delivery_Mode,Reliability_Score (0-1),Geo_Proximity (km),Inventory_Buffer_Level
S11709,Supplier_11709,Hyderabad,Steel,27,0,4.1,5165,7.1,3,"S8333, S3024",High,Rail,0.84,25,Medium
S11710,Supplier_11710,Chennai,Wood,28,6,4.8,3924,5.4,2,"S3875, S9512",Medium,Ship,0.79,84,Medium
S11711,Supplier_11711,Mumbai,Cement,19,5,3.8,4744,5.3,2,"S9017, S8681",Low,Road,0.76,37,Medium
S11712,Supplier_11712,Delhi,Cement,22,7,3.3,8349,8.4,1,"S546, S1846",Low,Air,0.94,100,Low
S11713,Supplier_11713,Hyderabad,Bricks,27,6,4.1,9708,8.3,2,"S474, S3183",Medium,Ship,0.76,11,High
S11714,Supplier_11714,Chennai,Cement,19,3,3.6,5982,6.8,1,"S433, S10816",Medium,Rail,0.81,50,High
S11715,Supplier_11715,Kolkata,Cement,28,7,3.8,6826,6.1,3,"S10175, S9970",Medium,Ship,0.93,53,Medium
S11716,Supplier_11716,Bangalore,Wood,28,3,3.3,9497,5.6,1,"S14181, S13089",High,Road,1.0,51,Low
S11717,Supplier_11717,Bangalore,Concrete,16,6,4.4,6641,9.9,1,"S9174, S7639",Medium,Road,0.84,31,High
S11718,Supplier_11718,Kolkata,Glass,6,7,4.2,7358,9.8,3,"S14126, S636",Medium,Air,0.96,76,Low
S11719,Supplier_11719,Kolkata,Steel,20,6,4.4,8360,6.6,3,"S3664, S8098",Low,Road,0.8,41,Medium
S11720,Supplier_11720,Delhi,Glass,16,2,3.6,4370,9.1,0,"S13999, S14566",High,Rail,0.92,29,Medium
S11721,Supplier_11721,Kolkata,Concrete,22,4,4.4,8058,8.6,0,"S8048, S992",High,Ship,0.73,11,High
S11722,Supplier_11722,Mumbai,Concrete,19,9,4.6,3922,9.2,2,"S5468, S14009",Low,Air,0.73,52,High
S11723,Supplier_11723,Kolkata,Concrete,20,0,4.3,6255,7.4,1,"S2974, S1307",Medium,Air,0.74,51,Medium
S11724,Supplier_11724,Delhi,Glass,17,6,4.4,7267,6.1,3,"S12373, S3604",Low,Rail,0.7,22,Medium
S11725,Supplier_11725,Delhi,Bricks,6,6,3.1,6991,7.0,3,"S10335, S7451",Medium,Air,0.86,65,Medium
S11726,Supplier_11726,Hyderabad,Bricks,17,1,3.3,4618,8.5,3,"S2544, S6079",Low,Air,0.9,38,Medium
S11727,Supplier_11727,Mumbai,Steel,30,8,3.0,4397,7.3,0,"S13547, S11771",Low,Rail,0.97,98,High
S11728,Supplier_11728,Kolkata,Bricks,15,8,4.8,9419,5.5,3,"S5727, S7956",High,Ship,0.82,49,High
S11729,Supplier_11729,Mumbai,Steel,25,6,3.7,6957,6.7,1,"S6045, S1396",High,Rail,0.84,48,High
S11730,Supplier_11730,Hyderabad,Concrete,24,7,3.2,2555,9.0,1,"S12008, S8479",High,Road,0.93,28,Medium
S11731,Supplier_11731,Kolkata,Concrete,28,10,4.0,4060,9.8,3,"S14293, S7180",High,Rail,0.75,42,High
S11732,Supplier_11732,Bangalore,Glass,30,10,3.4,4829,6.9,0,"S9404, S1667",Low,Road,0.86,53,Low
S11733,Supplier_11733,Hyderabad,Bricks,16,9,3.5,6704,7.0,3,"S9568, S12036",Medium,Road,0.81,34,High
S11734,Supplier_11734,Bangalore,Steel,7,4,4.3,5587,9.5,1,"S12390, S1414",Low,Road,0.94,85,Medium
S11735,Supplier_11735,Chennai,Wood,18,3,4.0,2309,7.7,0,"S13714, S11897",Medium,Ship,0.72,41,Low
S11736,Supplier_11736,Delhi,Wood,26,1,4.9,9477,5.1,2,"S10349, S13435",Low,Road,0.78,95,Low
S11737,Supplier_11737,Hyderabad,Glass,8,9,4.4,6335,5.4,2,"S8701, S3618",Low,Road,0.89,56,Medium
S11738,Supplier_11738,Mumbai,Steel,29,7,4.0,8137,7.9,3,"S4780, S13734",Medium,Ship,0.93,39,Low
S11739,Supplier_11739,Chennai,Wood,26,9,4.7,8545,6.8,3,"S8638, S5962",Medium,Ship,0.85,32,High
S11740,Supplier_11740,Hyderabad,Glass,25,3,4.2,2745,9.3,1,"S11883, S6819",Low,Air,0.84,63,Medium
S11741,Supplier_11741,Kolkata,Cement,6,1,3.2,2056,9.2,3,"S9834, S179",Medium,Ship,0.79,56,Low
S11742,Supplier_11742,Bangalore,Steel,22,4,3.1,5154,8.2,1,"S7004, S11614",High,Road,0.77,46,Low
S11743,Supplier_11743,Delhi,Cement,19,4,3.1,7410,8.7,0,"S2718, S13368",Low,Ship,0.76,13,High
S11744,Supplier_11744,Kolkata,Wood,12,0,3.4,9731,9.7,1,"S9150, S13618",Low,Road,0.97,10,High
S11745,Supplier_11745,Chennai,Glass,14,7,4.9,2554,5.1,3,"S11630, S3529",Low,Air,0.91,89,High
S11746,Supplier_11746,Hyderabad,Glass,10,3,5.0,6435,8.7,2,"S10401, S7972",High,Ship,0.71,79,Medium
S11747,Supplier_11747,Kolkata,Steel,29,10,4.9,5954,8.1,1,"S13087, S12111",High,Ship,0.97,14,Low
S11748,Supplier_11748,Bangalore,Steel,20,10,4.9,9909,6.0,3,"S6163, S13311",High,Ship,0.88,100,Low
S11749,Supplier_11749,Bangalore,Concrete,22,2,4.2,4486,8.1,0,"S13491, S1502",High,Road,0.77,93,Medium
S11750,Supplier_11750,Kolkata,Steel,9,6,4.7,3130,7.4,1,"S7516, S3751",Low,Air,0.8,49,Medium
S11751,Supplier_11751,Delhi,Bricks,18,2,4.4,2612,6.0,1,"S11907, S10991",Low,Road,0.97,99,Low
S11752,Supplier_11752,Hyderabad,Steel,19,2,3.4,4604,8.4,3,"S3092, S10703",High,Ship,0.93,48,Medium
S11753,Supplier_11753,Mumbai,Concrete,22,4,3.9,7952,9.9,1,"S7073, S9508",Medium,Air,0.94,97,High
S11754,Supplier_11754,Hyderabad,Concrete,19,0,3.1,4002,9.2,2,"S1484, S4135",Medium,Road,1.0,30,Medium
S11755,Supplier_11755,Kolkata,Cement,19,3,3.7,9932,6.0,2,"S3143, S9279",Medium,Road,0.75,11,Medium
S11756,Supplier_11756,Bangalore,Glass,20,1,4.9,6471,8.4,1,"S3055, S14064",High,Road,0.96,22,High
S11757,Supplier_11757,Mumbai,Bricks,10,1,4.6,4387,7.3,0,"S7406, S14216",High,Ship,0.96,89,Low
S11758,Supplier_11758,Kolkata,Bricks,15,9,3.5,8345,6.8,1,"S12229, S7521",High,Air,0.8,40,Medium
S11759,Supplier_11759,Kolkata,Steel,17,1,3.9,3807,7.3,2,"S13049, S1580",Low,Ship,0.9,44,High
S11760,Supplier_11760,Mumbai,Concrete,12,7,4.3,9896,9.3,1,"S5929, S11661",Low,Air,0.92,55,Low
S11761,Supplier_11761,Chennai,Cement,24,0,4.3,2885,9.4,3,"S13734, S1407",Medium,Road,0.94,90,Low
S11762,Supplier_11762,Mumbai,Bricks,10,0,4.1,9897,7.8,0,"S14506, S3310",High,Rail,0.92,21,Medium
S11763,Supplier_11763,Bangalore,Concrete,7,8,4.3,9405,6.7,3,"S13090, S3586",Low,Ship,0.96,47,Low
S11764,Supplier_11764,Kolkata,Concrete,27,10,3.1,7811,6.9,3,"S2462, S14438",Low,Rail,0.84,11,High
S11765,Supplier_11765,Delhi,Steel,29,7,4.2,8899,9.6,3,"S7493, S620",Medium,Rail,0.88,71,High
S11766,Supplier_11766,Bangalore,Wood,10,3,4.7,3032,5.0,1,"S6882, S14109",Medium,Rail,0.83,30,Medium
S11767,Supplier_11767,Chennai,Cement,11,3,3.5,4762,5.1,2,"S8710, S12781",High,Road,0.97,59,High
S11768,Supplier_11768,Kolkata,Glass,29,5,3.1,5924,5.6,3,"S10303, S4176",Medium,Ship,0.81,51,Low
S11769,Supplier_11769,Bangalore,Steel,12,6,4.2,2786,9.1,0,"S14935, S10651",Medium,Air,0.71,83,Medium
S11770,Supplier_11770,Delhi,Cement,28,6,3.2,2926,7.9,0,"S10783, S4418",High,Rail,0.81,98,Medium
S11771,Supplier_11771,Mumbai,Wood,8,6,4.4,9900,8.8,3,"S4386, S11857",Low,Rail,0.99,59,Low
S11772,Supplier_11772,Hyderabad,Steel,16,6,4.0,4243,7.5,0,"S11072, S10975",Medium,Air,0.83,74,Low
S11773,Supplier_11773,Kolkata,Cement,16,1,3.9,7263,9.4,1,"S9355, S795",Medium,Rail,0.82,52,High
S11774,Supplier_11774,Hyderabad,Bricks,25,8,4.5,4735,7.1,1,"S9744, S4542",Low,Ship,0.94,42,Medium
S11775,Supplier_11775,Delhi,Concrete,17,6,4.8,5087,5.5,3,"S3762, S10686",Medium,Rail,0.73,79,High
S11776,Supplier_11776,Delhi,Steel,10,6,4.6,4712,5.2,1,"S5619, S2353",Low,Road,0.88,63,High
S11777,Supplier_11777,Mumbai,Steel,25,9,4.2,4949,5.0,1,"S9509, S4202",Low,Rail,0.93,12,Low
S11778,Supplier_11778,Delhi,Glass,10,1,3.1,5223,6.8,2,"S4043, S14724",Low,Air,0.89,33,Medium
S11779,Supplier_11779,Hyderabad,Glass,8,7,3.7,3147,7.0,2,"S14676, S13792",Low,Ship,0.73,29,Medium
S11780,Supplier_11780,Hyderabad,Cement,18,8,3.4,9647,8.7,3,"S10561, S14722",High,Air,0.88,82,Low
S11781,Supplier_11781,Hyderabad,Glass,26,2,4.2,2837,5.4,2,"S12693, S4094",High,Ship,0.97,95,High
S11782,Supplier_11782,Mumbai,Bricks,11,6,4.3,7007,8.9,1,"S10879, S11071",Medium,Rail,0.94,30,High
S11783,Supplier_11783,Hyderabad,Glass,25,8,4.9,5312,8.9,3,"S14979, S8890",Medium,Road,0.91,73,Medium
S11784,Supplier_11784,Kolkata,Glass,5,3,3.2,7373,5.4,1,"S14267, S9787",Medium,Road,0.99,73,Medium
S11785,Supplier_11785,Bangalore,Steel,29,8,4.0,2268,9.4,2,"S11073, S7704",Low,Road,0.98,27,Low
S11786,Supplier_11786,Kolkata,Glass,9,1,4.5,5198,6.6,3,"S8311, S10398",Medium,Rail,0.71,90,Medium
S11787,Supplier_11787,Delhi,Steel,26,6,3.6,8749,7.0,0,"S7578, S6232",High,Rail,0.97,40,High
S11788,Supplier_11788,Kolkata,Steel,25,1,4.9,3865,8.0,2,"S3194, S10256",Low,Ship,0.83,63,High
S11789,Supplier_11789,Bangalore,Glass,7,7,4.2,8407,6.3,3,"S1605, S4201",High,Road,0.76,70,Medium
S11790,Supplier_11790,Bangalore,Cement,30,8,3.7,7780,8.1,3,"S8637, S10943",Medium,Ship,0.84,62,High
S11791,Supplier_11791,Delhi,Glass,30,5,5.0,7784,8.8,3,"S2188, S10209",High,Rail,0.75,67,Medium
S11792,Supplier_11792,Chennai,Glass,24,8,4.1,2361,7.9,3,"S12163, S11733",High,Air,0.94,72,High
S11793,Supplier_11793,Delhi,Wood,11,6,4.9,7560,9.8,0,"S5829, S4683",Medium,Rail,0.73,26,Medium
S11794,Supplier_11794,Chennai,Bricks,30,10,3.2,9076,6.2,1,"S8922, S14850",High,Rail,0.96,80,Medium
S11795,Supplier_11795,Delhi,Glass,11,5,3.5,2568,6.2,0,"S14734, S12347",High,Road,0.79,66,High
S11796,Supplier_11796,Kolkata,Steel,20,3,4.4,9444,6.9,1,"S11536, S6196",High,Ship,0.86,87,High
S11797,Supplier_11797,Hyderabad,Glass,17,2,3.5,7864,8.8,0,"S2717, S13904",Medium,Road,0.75,69,High
S11798,Supplier_11798,Kolkata,Concrete,27,4,3.5,8672,9.1,0,"S10071, S503",Low,Rail,0.72,14,Medium
S11799,Supplier_11799,Delhi,Wood,15,1,5.0,6092,9.3,1,"S9125, S4044",High,Road,0.75,44,High
S11800,Supplier_11800,Chennai,Steel,16,8,3.3,2931,8.4,0,"S7167, S7590",Low,Air,0.93,41,High
S11801,Supplier_11801,Delhi,Concrete,11,10,3.9,9811,7.3,3,"S8109, S10615",Low,Rail,0.95,20,Medium
S11802,Supplier_11802,Chennai,Wood,12,9,3.1,5157,6.4,1,"S6604, S1524",High,Road,0.86,96,Low
S11803,Supplier_11803,Delhi,Glass,22,0,3.9,5066,5.9,1,"S13678, S9431",Low,Ship,0.83,96,Low
S11804,Supplier_11804,Bangalore,Bricks,30,0,3.0,6355,6.0,1,"S7223, S12686",Low,Air,0.98,90,High
S11805,Supplier_11805,Kolkata,Wood,6,1,4.9,6366,9.2,0,"S10445, S12411",Medium,Road,0.73,58,High
S11806,Supplier_11806,Chennai,Steel,19,8,4.3,6515,7.0,0,"S1178, S10654",High,Ship,0.85,40,Medium
S11807,Supplier_11807,Kolkata,Concrete,30,0,4.6,6529,5.9,3,"S1666, S2517",Low,Ship,0.74,74,Medium
S11808,Supplier_11808,Delhi,Cement,22,5,3.8,4963,7.2,1,"S12356, S9672",High,Road,0.8,46,Medium
S11809,Supplier_11809,Hyderabad,Concrete,26,1,4.4,9991,7.3,3,"S267, S3804",Medium,Air,0.99,12,High
S11810,Supplier_11810,Bangalore,Glass,28,4,3.2,8191,8.6,3,"S2519, S10801",High,Rail,0.84,63,Medium
S11811,Supplier_11811,Chennai,Concrete,18,9,3.5,6533,7.2,2,"S13578, S14187",Medium,Rail,0.93,51,Low
S11812,Supplier_11812,Bangalore,Glass,27,7,3.2,7319,7.6,0,"S8466, S9455",Low,Road,0.84,34,Low
S11813,Supplier_11813,Bangalore,Bricks,12,0,3.1,4254,5.8,1,"S4541, S8485",High,Road,0.95,68,High
S11814,Supplier_11814,Hyderabad,Wood,23,2,4.7,7764,8.2,1,"S4182, S11966",High,Road,0.91,81,Medium
S11815,Supplier_11815,Hyderabad,Steel,14,3,4.5,9093,7.8,0,"S799, S7832",Low,Road,0.89,17,High
S11816,Supplier_11816,Chennai,Bricks,24,5,3.5,9173,7.0,0,"S11589, S10959",Medium,Air,0.98,54,Low
S11817,Supplier_11817,Chennai,Steel,24,10,4.7,7161,5.4,1,"S1739, S2073",Medium,Air,0.71,76,High
S11818,Supplier_11818,Chennai,Glass,30,2,5.0,2276,7.1,2,"S11567, S13001",Medium,Rail,0.82,27,High
S11819,Supplier_11819,Delhi,Cement,20,6,4.1,7604,7.6,1,"S11970, S9873",Medium,Ship,0.77,45,High
S11820,Supplier_11820,Chennai,Steel,9,4,4.5,3938,7.9,2,"S12795, S9619",High,Ship,0.74,64,High
S11821,Supplier_11821,Hyderabad,Glass,21,3,3.6,5235,7.4,0,"S4617, S4329",Low,Road,0.71,78,High
S11822,Supplier_11822,Chennai,Cement,6,10,3.5,8693,9.7,3,"S10137, S4937",Medium,Rail,0.8,58,Medium
S11823,Supplier_11823,Bangalore,Wood,8,5,4.0,7655,9.9,3,"S8395, S2282",High,Road,0.77,24,High
S11824,Supplier_11824,Mumbai,Cement,21,3,3.7,7674,8.6,3,"S10317, S2056",Low,Rail,0.79,60,Low
S11825,Supplier_11825,Kolkata,Steel,25,9,3.8,5842,6.6,1,"S9767, S6997",Low,Rail,0.94,38,High
S11826,Supplier_11826,Hyderabad,Bricks,18,4,3.5,3789,5.4,3,"S12090, S9035",Low,Rail,0.79,76,High
S11827,Supplier_11827,Kolkata,Glass,17,2,4.3,7055,6.1,1,"S7685, S5053",High,Air,0.74,15,High
S11828,Supplier_11828,Bangalore,Concrete,20,6,3.0,8187,5.1,2,"S5399, S14200",Medium,Air,0.98,35,Medium
S11829,Supplier_11829,Kolkata,Cement,22,7,3.4,6580,8.6,0,"S13621, S5688",High,Air,0.76,60,Low
S11830,Supplier_11830,Bangalore,Concrete,28,3,3.0,4138,9.5,2,"S12671, S10727",Medium,Road,0.95,14,High
S11831,Supplier_11831,Chennai,Steel,12,6,3.6,4470,9.5,2,"S8201, S5694",High,Ship,0.78,47,High
S11832,Supplier_11832,Chennai,Glass,27,5,3.1,6311,7.2,2,"S7440, S14511",High,Air,0.74,94,Low
S11833,Supplier_11833,Mumbai,Bricks,6,6,3.3,3826,8.5,1,"S7037, S1875",Medium,Road,0.8,23,Medium
S11834,Supplier_11834,Delhi,Concrete,17,3,3.9,4379,5.1,1,"S4323, S8203",Low,Rail,0.89,72,High
S11835,Supplier_11835,Bangalore,Glass,11,4,3.7,6043,7.6,1,"S7071, S358",Medium,Road,0.77,67,Low
S11836,Supplier_11836,Delhi,Wood,12,3,3.9,4952,7.7,2,"S13000, S11823",High,Road,0.89,43,Low
S11837,Supplier_11837,Kolkata,Cement,22,0,3.7,2059,5.6,0,"S6209, S5653",High,Ship,0.72,96,Low
S11838,Supplier_11838,Delhi,Glass,20,9,3.2,5553,8.9,3,"S548, S11011",High,Rail,0.93,50,Low
S11839,Supplier_11839,Hyderabad,Wood,11,2,4.9,7345,9.1,2,"S13243, S392",Low,Ship,0.9,37,High
S11840,Supplier_11840,Delhi,Bricks,29,2,4.8,6886,8.1,0,"S14307, S2790",Medium,Air,0.76,41,Low
S11841,Supplier_11841,Bangalore,Wood,23,0,3.8,8578,7.8,0,"S4655, S12628",Medium,Air,0.82,52,Low
S11842,Supplier_11842,Hyderabad,Wood,13,1,4.4,5846,8.4,1,"S3131, S11929",Medium,Ship,0.7,57,High
S11843,Supplier_11843,Hyderabad,Steel,19,9,4.8,5045,7.0,3,"S11401, S12152",High,Road,0.94,84,Low
S11844,Supplier_11844,Kolkata,Wood,17,0,4.4,9358,9.1,0,"S14065, S471",Low,Ship,0.8,98,Low
S11845,Supplier_11845,Chennai,Glass,7,3,3.1,3986,6.1,3,"S2665, S12576",Medium,Road,0.9,70,Medium
S11846,Supplier_11846,Bangalore,Glass,22,9,3.1,6038,6.9,1,"S7867, S14023",Low,Ship,0.79,53,Low
S11847,Supplier_11847,Hyderabad,Concrete,16,9,4.8,8776,7.6,2,"S10345, S7656",High,Rail,0.85,81,Medium
S11848,Supplier_11848,Mumbai,Cement,12,5,4.3,2348,6.7,0,"S12321, S139",High,Air,0.97,75,Low
S11849,Supplier_11849,Delhi,Wood,26,4,4.3,8406,7.0,0,"S798, S4825",Low,Air,0.89,50,Medium
S11850,Supplier_11850,Mumbai,Wood,17,2,4.8,2771,8.1,1,"S8196, S2439",Low,Rail,0.74,94,Medium
S11851,Supplier_11851,Hyderabad,Wood,29,7,3.4,8188,5.2,0,"S9190, S1402",Medium,Road,0.82,84,Low
S11852,Supplier_11852,Chennai,Wood,9,8,3.5,7827,5.7,0,"S10558, S8786",High,Ship,0.97,93,High
S11853,Supplier_11853,Chennai,Steel,14,6,3.2,6422,8.6,1,"S13442, S6985",Low,Road,0.99,46,Low
S11854,Supplier_11854,Mumbai,Concrete,15,7,3.7,7361,7.4,0,"S7284, S8070",Medium,Rail,0.75,13,Medium
S11855,Supplier_11855,Bangalore,Steel,25,8,4.0,3447,5.2,2,"S7918, S9755",Low,Air,1.0,29,High
S11856,Supplier_11856,Hyderabad,Cement,25,7,3.0,3725,8.0,1,"S4213, S6022",High,Air,0.98,81,Medium
S11857,Supplier_11857,Hyderabad,Glass,10,0,3.7,3298,5.4,2,"S9619, S10662",Low,Rail,0.85,14,Medium
S11858,Supplier_11858,Mumbai,Glass,27,7,4.3,3564,9.0,3,"S6003, S6214",Low,Ship,0.91,31,High
S11859,Supplier_11859,Hyderabad,Wood,24,3,4.8,5722,8.8,1,"S13424, S1619",Low,Rail,0.79,80,High
S11860,Supplier_11860,Bangalore,Concrete,22,5,3.2,8858,9.3,3,"S13451, S1566",Low,Air,0.99,54,High
S11861,Supplier_11861,Mumbai,Concrete,20,5,4.5,5739,6.6,3,"S13220, S3007",High,Road,0.99,36,Low
S11862,Supplier_11862,Chennai,Glass,19,8,4.4,6539,9.9,1,"S4659, S531",Medium,Air,0.92,40,Low
S11863,Supplier_11863,Hyderabad,Bricks,19,4,3.8,2336,6.2,0,"S11374, S7792",Low,Road,0.84,69,High
S11864,Supplier_11864,Bangalore,Cement,6,2,4.6,5097,8.7,0,"S5066, S6050",Medium,Air,0.95,18,Medium
S11865,Supplier_11865,Delhi,Cement,17,1,3.2,8416,7.2,1,"S12317, S6697",Medium,Ship,0.72,39,High
S11866,Supplier_11866,Bangalore,Steel,6,9,3.3,8252,7.1,2,"S9095, S5333",High,Air,0.7,62,Medium
S11867,Supplier_11867,Hyderabad,Bricks,7,5,3.0,7884,9.8,1,"S395, S803",Medium,Rail,0.85,58,Low
S11868,Supplier_11868,Kolkata,Glass,11,4,3.9,7682,7.0,2,"S5759, S4600",High,Air,0.74,100,High
S11869,Supplier_11869,Kolkata,Steel,21,9,3.8,3422,5.6,1,"S5611, S11934",Low,Ship,0.94,10,Medium
S11870,Supplier_11870,Hyderabad,Bricks,18,10,3.8,3874,8.7,1,"S1427, S13167",Medium,Air,0.81,86,Medium
S11871,Supplier_11871,Kolkata,Glass,22,10,3.4,6566,7.9,2,"S13998, S1833",Low,Rail,0.9,86,High
S11872,Supplier_11872,Hyderabad,Cement,23,3,4.0,3840,9.8,1,"S11283, S9262",High,Air,1.0,24,High
S11873,Supplier_11873,Mumbai,Cement,9,6,3.5,9901,9.3,2,"S13963, S13135",Low,Ship,0.75,38,Low
S11874,Supplier_11874,Chennai,Cement,26,9,3.2,8976,8.4,2,"S11097, S14124",Low,Rail,0.89,82,Low
S11875,Supplier_11875,Kolkata,Bricks,18,3,3.4,9687,9.2,2,"S13161, S8903",High,Road,0.89,100,Low
S11876,Supplier_11876,Chennai,Cement,9,4,4.8,2682,6.9,0,"S14991, S11481",Low,Air,0.73,13,High
S11877,Supplier_11877,Hyderabad,Wood,5,6,3.8,2201,8.1,1,"S8559, S2165",Medium,Ship,0.87,87,Medium
S11878,Supplier_11878,Kolkata,Glass,28,8,4.5,8770,8.6,2,"S3633, S11499",High,Road,0.75,41,Medium
S11879,Supplier_11879,Mumbai,Cement,20,9,3.5,3203,6.6,3,"S2044, S13807",Low,Ship,0.92,29,Medium
S11880,Supplier_11880,Chennai,Concrete,5,0,4.1,2965,7.1,0,"S8898, S1305",High,Air,0.8,35,High
S11881,Supplier_11881,Mumbai,Bricks,10,6,3.7,9239,8.8,0,"S6052, S7717",Low,Ship,0.89,54,Low
S11882,Supplier_11882,Chennai,Glass,28,10,3.8,2240,9.6,3,"S14383, S7707",Medium,Road,0.75,67,Medium
S11883,Supplier_11883,Bangalore,Bricks,5,0,4.0,7823,6.9,1,"S1862, S1678",Medium,Rail,0.87,16,Medium
S11884,Supplier_11884,Chennai,Steel,21,5,3.8,2090,8.2,2,"S8759, S13653",High,Rail,0.96,96,Low
S11885,Supplier_11885,Hyderabad,Steel,24,6,4.7,3588,6.6,1,"S10696, S3790",Medium,Ship,0.85,21,Low
S11886,Supplier_11886,Mumbai,Glass,16,4,3.1,6877,8.6,1,"S3767, S5974",Low,Air,0.85,17,Low
S11887,Supplier_11887,Hyderabad,Steel,12,9,3.1,5736,7.2,2,"S12432, S5183",High,Ship,0.93,82,High
S11888,Supplier_11888,Bangalore,Cement,17,9,5.0,5118,7.2,3,"S3275, S8579",High,Ship,0.84,36,Low
S11889,Supplier_11889,Kolkata,Cement,28,7,5.0,5115,8.2,1,"S3589, S2580",Medium,Road,0.81,46,Medium
S11890,Supplier_11890,Kolkata,Concrete,13,8,4.9,4062,6.8,3,"S1674, S6318",Medium,Rail,0.94,95,Low
S11891,Supplier_11891,Chennai,Steel,24,1,3.1,3333,9.0,3,"S5326, S12593",Medium,Rail,0.81,34,Low
S11892,Supplier_11892,Kolkata,Wood,27,1,3.5,4430,8.4,1,"S9879, S11006",Medium,Air,0.97,50,Low
S11893,Supplier_11893,Kolkata,Wood,17,6,4.9,5955,9.3,3,"S1805, S1820",Medium,Road,0.82,10,Medium
S11894,Supplier_11894,Delhi,Glass,24,3,4.4,9362,6.7,3,"S12180, S656",High,Road,0.95,41,High
S11895,Supplier_11895,Hyderabad,Concrete,15,0,4.4,2171,7.7,0,"S6198, S13583",Low,Rail,0.98,61,Low
S11896,Supplier_11896,Bangalore,Cement,11,10,4.4,2029,9.5,2,"S2548, S14578",High,Air,0.98,78,Low
S11897,Supplier_11897,Chennai,Bricks,9,8,3.8,3647,8.7,1,"S4414, S4043",Low,Air,0.93,10,High
S11898,Supplier_11898,Mumbai,Bricks,7,1,4.5,2498,5.8,2,"S10437, S14368",High,Ship,0.84,27,Low
S11899,Supplier_11899,Hyderabad,Steel,15,9,4.6,8419,8.9,2,"S802, S10026",Medium,Ship,0.77,71,High
S11900,Supplier_11900,Delhi,Glass,13,1,4.4,3803,8.0,2,"S4579, S7554",High,Road,0.83,71,High
S11901,Supplier_11901,Bangalore,Steel,17,8,3.4,3515,7.7,3,"S14920, S14370",Low,Rail,0.91,97,Low
S11902,Supplier_11902,Bangalore,Bricks,15,6,4.8,9540,7.2,1,"S7183, S14139",Low,Air,0.84,20,Low
S11903,Supplier_11903,Delhi,Cement,8,1,3.0,5225,5.2,1,"S6992, S7609",Low,Air,0.86,32,Low
S11904,Supplier_11904,Hyderabad,Glass,19,2,3.1,2956,6.8,3,"S6205, S11404",Low,Air,0.96,33,High
S11905,Supplier_11905,Chennai,Concrete,30,4,4.2,9267,6.6,1,"S4711, S5973",Medium,Road,0.7,40,High
S11906,Supplier_11906,Mumbai,Concrete,14,1,3.2,5610,6.0,1,"S763, S763",Medium,Road,0.81,74,High
S11907,Supplier_11907,Delhi,Concrete,26,5,3.2,4062,9.4,2,"S8699, S10120",High,Air,0.84,68,Low
S11908,Supplier_11908,Hyderabad,Glass,7,4,3.4,3162,8.2,0,"S4765, S6840",Low,Ship,0.86,26,Low
S11909,Supplier_11909,Hyderabad,Cement,30,4,3.5,9094,8.3,0,"S13264, S7016",High,Ship,0.94,17,Low
S11910,Supplier_11910,Hyderabad,Wood,22,2,4.6,6069,8.3,0,"S8361, S2438",Medium,Ship,0.77,10,Medium
S11911,Supplier_11911,Kolkata,Steel,28,7,3.4,9834,6.5,0,"S6436, S10296",Low,Road,0.87,13,High
S11912,Supplier_11912,Bangalore,Glass,15,6,4.0,8372,5.5,1,"S14797, S1986",High,Rail,0.82,41,Low
S11913,Supplier_11913,Delhi,Cement,13,0,3.9,8429,8.3,2,"S7384, S4979",Low,Ship,0.94,56,Medium
S11914,Supplier_11914,Hyderabad,Concrete,29,6,4.5,6311,6.8,1,"S10142, S9444",Low,Ship,0.78,78,Low
S11915,Supplier_11915,Hyderabad,Bricks,17,4,3.9,9303,8.3,2,"S9348, S2230",Medium,Air,0.87,35,Medium
S11916,Supplier_11916,Kolkata,Steel,26,6,4.2,6868,9.0,3,"S12947, S13972",Low,Road,0.84,37,Low
S11917,Supplier_11917,Chennai,Bricks,19,8,4.6,4712,8.4,0,"S9475, S1551",High,Rail,0.77,22,High
S11918,Supplier_11918,Mumbai,Steel,10,10,4.5,3235,8.5,2,"S6219, S11941",Low,Rail,0.71,50,High
S11919,Supplier_11919,Chennai,Bricks,20,6,3.8,3381,9.0,0,"S11778, S3260",Low,Ship,1.0,69,Low
S11920,Supplier_11920,Chennai,Concrete,25,2,3.1,8632,5.8,3,"S13767, S3499",Medium,Road,0.87,34,Medium
S11921,Supplier_11921,Delhi,Steel,10,5,3.1,6310,6.0,1,"S14021, S8021",Low,Rail,0.99,42,Low
S11922,Supplier_11922,Chennai,Glass,29,6,4.9,3187,9.5,1,"S4471, S10503",High,Rail,0.96,54,Medium
S11923,Supplier_11923,Mumbai,Bricks,7,8,4.5,2388,8.5,3,"S11381, S2859",Low,Air,0.86,16,High
S11924,Supplier_11924,Chennai,Cement,13,9,3.5,7830,7.2,1,"S8259, S6190",High,Ship,0.72,15,Low
S11925,Supplier_11925,Hyderabad,Concrete,11,6,3.5,7460,9.8,2,"S250, S6629",Medium,Road,0.73,35,Medium
